name	AphiaID	Match type	ScientificName	AphiaID_accepted	ScientificName_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies
Hinia spp.	246052	exact	Hinia	246140	Tritia	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Hinia			
Hippolyte spp.	106987	exact	Hippolyte	106987	Hippolyte	Animalia	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Hippolyte			
Hippomedon denticulatus	102570	exact	Hippomedon denticulatus	102570	Hippomedon denticulatus	Animalia	Arthropoda	Malacostraca	Amphipoda	Tryphosidae	Hippomedon		denticulatus	
Hyas spp.	106903	exact	Hyas	106903	Hyas	Animalia	Arthropoda	Malacostraca	Decapoda	Oregoniidae	Hyas			
Hydrallmania spp.	117230	exact	Hydrallmania	117230	Hydrallmania	Animalia	Cnidaria	Hydrozoa	Leptothecata	Sertulariidae	Hydrallmania			
Inachus phalangium	107333	exact	Inachus phalangium	107333	Inachus phalangium	Animalia	Arthropoda	Malacostraca	Decapoda	Inachidae	Inachus		phalangium	
Ione thoracica	118218	exact	Ione thoracica	118218	Ione thoracica	Animalia	Arthropoda	Malacostraca	Isopoda	Ionidae	Ione		thoracica	
Iphimedia obesa	102347	exact	Iphimedia obesa	102347	Iphimedia obesa	Animalia	Arthropoda	Malacostraca	Amphipoda	Iphimediidae	Iphimedia		obesa	
Ischyrocerus anguipes	102412	exact	Ischyrocerus anguipes	102412	Ischyrocerus anguipes	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	Ischyrocerus		anguipes	
Janira maculosa	118732	exact	Janira maculosa	118732	Janira maculosa	Animalia	Arthropoda	Malacostraca	Isopoda	Janiridae	Janira		maculosa	
Jasmineira spp.	129533	exact	Jasmineira	129533	Jasmineira	Animalia	Annelida	Polychaeta	Sabellida	Sabellidae	Jasmineira			
Kefersteinia cirrata	872696	exact	Kefersteinia cirrata	152249	Psamathe fusca	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Kefersteinia		cirrata	
Kellia suborbicularis	140161	exact	Kellia suborbicularis	140161	Kellia suborbicularis	Animalia	Mollusca	Bivalvia	Galeommatida	Lasaeidae	Kellia		suborbicularis	
Leptocheirus hirsutimanus	102036	exact	Leptocheirus hirsutimanus	102036	Leptocheirus hirsutimanus	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Leptocheirus		hirsutimanus	
Leptocheirus spp.	101470	exact	Leptocheirus	101470	Leptocheirus	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Leptocheirus			
Leptochiton asellus	140199	exact	Leptochiton asellus	140199	Leptochiton asellus	Animalia	Mollusca	Polyplacophora	Lepidopleurida	Leptochitonidae	Leptochiton		asellus	
Lepton squamosum	140218	exact	Lepton squamosum	140218	Lepton squamosum	Animalia	Mollusca	Bivalvia	Galeommatida	Lasaeidae	Lepton		squamosum	
Leucothoe incisa	102460	exact	Leucothoe incisa	102460	Leucothoe incisa	Animalia	Arthropoda	Malacostraca	Amphipoda	Leucothoidae	Leucothoe		incisa	
Leucothoe lilljeborgi	102462	exact	Leucothoe lilljeborgi	102462	Leucothoe lilljeborgi	Animalia	Arthropoda	Malacostraca	Amphipoda	Leucothoidae	Leucothoe		lilljeborgi	
Leucothoe spinicarpa	102470	exact	Leucothoe spinicarpa	102470	Leucothoe spinicarpa	Animalia	Arthropoda	Malacostraca	Amphipoda	Leucothoidae	Leucothoe		spinicarpa	
Limatula subauriculata	140242	exact	Limatula subauriculata	140242	Limatula subauriculata	Animalia	Mollusca	Bivalvia	Limida	Limidae	Limatula		subauriculata	
Liocarcinus pusillus	107393	exact	Liocarcinus pusillus	107393	Liocarcinus pusillus	Animalia	Arthropoda	Malacostraca	Decapoda	Polybiidae	Liocarcinus		pusillus	
Lucinoma spp.	138149	exact	Lucinoma	138149	Lucinoma	Animalia	Mollusca	Bivalvia	Lucinida	Lucinidae	Lucinoma			
Macrochaeta spp.	129141	exact	Macrochaeta	129141	Macrochaeta	Animalia	Annelida	Polychaeta	Terebellida	Acrocirridae	Macrochaeta			
Maerella tenuimana	102831	exact	Maerella tenuimana	102831	Maerella tenuimana	Animalia	Arthropoda	Malacostraca	Amphipoda	Maeridae	Maerella		tenuimana	
Maldane sarsi	130305	exact	Maldane sarsi	130305	Maldane sarsi	Animalia	Annelida	Polychaeta		Maldanidae	Maldane		sarsi	
Malmgreniella castanea	130811	exact	Malmgreniella castanea	152357	Malmgrenia castanea	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Malmgreniella		castanea	
Margarites helicinus	141821	exact	Margarites helicinus	141821	Margarites helicinus	Animalia	Mollusca	Gastropoda	Trochida	Margaritidae	Margarites		helicinus	
Marphysa sanguinea	130075	exact	Marphysa sanguinea	130075	Marphysa sanguinea	Animalia	Annelida	Polychaeta	Eunicida	Eunicidae	Marphysa		sanguinea	
Marphysa spp.	129281	exact	Marphysa	129281	Marphysa	Animalia	Annelida	Polychaeta	Eunicida	Eunicidae	Marphysa			
Megamphopus cornutus	102377	exact	Megamphopus cornutus	102377	Megamphopus cornutus	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Megamphopus		cornutus	
Melanella alba	139832	exact	Melanella alba	139832	Melanella alba	Animalia	Mollusca	Gastropoda	Littorinimorpha	Eulimidae	Melanella		alba	
Melinna cristata	129804	exact	Melinna cristata	129804	Melinna cristata	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae	Melinna		cristata	
Melphidippella macra	102860	exact	Melphidippella macra	102860	Melphidippella macra	Animalia	Arthropoda	Malacostraca	Amphipoda	Melphidippidae	Melphidippella		macra	
Metaphoxus fultoni	102981	exact	Metaphoxus fultoni	102981	Metaphoxus fultoni	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Metaphoxus		fultoni	
Metopa pusilla	103132	exact	Metopa pusilla	103132	Metopa pusilla	Animalia	Arthropoda	Malacostraca	Amphipoda	Stenothoidae	Metopa		pusilla	
Metopa spp.	101764	exact	Metopa	101764	Metopa	Animalia	Arthropoda	Malacostraca	Amphipoda	Stenothoidae	Metopa			
Microprotopus maculatus	102380	exact	Microprotopus maculatus	102380	Microprotopus maculatus	Animalia	Arthropoda	Malacostraca	Amphipoda	Microprotopidae	Microprotopus		maculatus	
Molgula spp.	103509	exact	Molgula	103509	Molgula	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	Molgula			
Montacuta ferruginosa	140371	exact	Montacuta ferruginosa	146952	Tellimya ferruginosa	Animalia	Mollusca	Bivalvia	Galeommatida	Lasaeidae	Montacuta		ferruginosa	
Montacuta substriata	140377	exact	Montacuta substriata	140377	Montacuta substriata	Animalia	Mollusca	Bivalvia	Galeommatida	Lasaeidae	Montacuta		substriata	
Musculus niger	140474	exact	Musculus niger	140474	Musculus niger	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Musculus		niger	
Mya truncata	140431	exact	Mya truncata	140431	Mya truncata	Animalia	Mollusca	Bivalvia	Myida	Myidae	Mya		truncata	
Myrianida spp.	129659	exact	Myrianida	129659	Myrianida	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Myrianida			
Myriochele spp.	129426	exact	Myriochele	129426	Myriochele	Animalia	Annelida	Polychaeta		Oweniidae	Myriochele			
Myrtea spinifera	140287	exact	Myrtea spinifera	140287	Myrtea spinifera	Animalia	Mollusca	Bivalvia	Lucinida	Lucinidae	Myrtea		spinifera	
Mysia undata	140728	exact	Mysia undata	140728	Mysia undata	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Mysia		undata	
Nereiphylla spp.	129451	exact	Nereiphylla	129451	Nereiphylla	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Nereiphylla			
Nereis spp.	129379	exact	Nereis	129379	Nereis	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Nereis			
Nereis zonata	130407	exact	Nereis zonata	130407	Nereis zonata	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Nereis		zonata	
Nicomache lumbricalis	130311	exact	Nicomache lumbricalis	130311	Nicomache lumbricalis	Animalia	Annelida	Polychaeta		Maldanidae	Nicomache		lumbricalis	
Notomastus spp.	129220	exact	Notomastus	129220	Notomastus	Animalia	Annelida	Polychaeta		Capitellidae	Notomastus			
Notophyllum foliosum	130661	exact	Notophyllum foliosum	130661	Notophyllum foliosum	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Notophyllum		foliosum	
Nucula spp.	138262	exact	Nucula	138262	Nucula	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Nucula			
Nuculana minuta	140577	exact	Nuculana minuta	140577	Nuculana minuta	Animalia	Mollusca	Bivalvia	Nuculanida	Nuculanidae	Nuculana		minuta	
Nuculana spp.	138259	exact	Nuculana	138259	Nuculana	Animalia	Mollusca	Bivalvia	Nuculanida	Nuculanidae	Nuculana			
Nymphon spp.	134591	exact	Nymphon	134591	Nymphon	Animalia	Arthropoda	Pycnogonida	Pantopoda	Nymphonidae	Nymphon			
Odontosyllis gibba	131328	exact	Odontosyllis gibba	131328	Odontosyllis gibba	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis		gibba	
Odontosyllis spp.	129660	exact	Odontosyllis	129660	Odontosyllis	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis			
Oenopota turricula	139336	exact	Oenopota turricula	160446	Propebela turricula	Animalia	Mollusca	Gastropoda	Neogastropoda	Mangeliidae	Oenopota		turricula	
Onchidoris bilamellata	150457	exact	Onchidoris bilamellata	150457	Onchidoris bilamellata	Animalia	Mollusca	Gastropoda	Nudibranchia	Onchidorididae	Onchidoris		bilamellata	
Onchidoris muricata	140640	exact	Onchidoris muricata	140640	Onchidoris muricata	Animalia	Mollusca	Gastropoda	Nudibranchia	Onchidorididae	Onchidoris		muricata	
Ophelina acuminata	130500	exact	Ophelina acuminata	130500	Ophelina acuminata	Animalia	Annelida	Polychaeta		Opheliidae	Ophelina		acuminata	
Ophiactis balli	125110	exact	Ophiactis balli	125110	Ophiactis balli	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	Ophiactidae	Ophiactis		balli	
Ophiodromus flexuosus	130187	exact	Ophiodromus flexuosus	710680	Oxydromus flexuosus	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Ophiodromus		flexuosus	
Ophryotrocha spp.	129266	exact	Ophryotrocha	129266	Ophryotrocha	Animalia	Annelida	Polychaeta	Eunicida	Dorvilleidae	Ophryotrocha			
Orbinia latreillii	130522	exact	Orbinia latreillii	130522	Orbinia latreillii	Animalia	Annelida	Polychaeta		Orbiniidae	Orbinia		latreillii	
Orchomene spp.	101633	exact	Orchomene	101633	Orchomene	Animalia	Arthropoda	Malacostraca	Amphipoda	Tryphosidae	Orchomene			
Palaemon spp.	107032	exact	Palaemon	107032	Palaemon	Animalia	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon			
Palliolum spp.	138322	exact	Palliolum	138322	Palliolum	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Palliolum			
Palliolum striatum	140709	exact	Palliolum striatum	140709	Palliolum striatum	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Palliolum		striatum	
Pandalina spp.	107043	exact	Pandalina	107043	Pandalina	Animalia	Arthropoda	Malacostraca	Decapoda	Pandalidae	Pandalina			
Pandalus spp.	107044	exact	Pandalus	107044	Pandalus	Animalia	Arthropoda	Malacostraca	Decapoda	Pandalidae	Pandalus			
Panomya arctica	152416	exact	Panomya arctica	140105	Panomya norvegica	Animalia	Mollusca	Bivalvia	Adapedonta	Hiatellidae	Panomya		arctica	
Paphia rhomboides	141923	exact	Paphia rhomboides	745846	Polititapes rhomboides	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Paphia		rhomboides	
Parametaphoxus spp.	101721	exact	Parametaphoxus	101721	Parametaphoxus	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Parametaphoxus			
Parametopa spp.	101768	exact	Parametopa	101768	Parametopa	Animalia	Arthropoda	Malacostraca	Amphipoda	Stenothoidae	Parametopa			
Paramphilochoides odontonyx	101982	exact	Paramphilochoides odontonyx	101982	Paramphilochoides odontonyx	Animalia	Arthropoda	Malacostraca	Amphipoda	Amphilochidae	Paramphilochoides		odontonyx	
Paranaitis kosteriensis	130662	exact	Paranaitis kosteriensis	130662	Paranaitis kosteriensis	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Paranaitis		kosteriensis	
Parapleustes bicuspis	103008	exact	Parapleustes bicuspis	103008	Parapleustes bicuspis	Animalia	Arthropoda	Malacostraca	Amphipoda	Pleustidae	Parapleustes		bicuspis	
Parvicardium exiguum	139008	exact	Parvicardium exiguum	139008	Parvicardium exiguum	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Parvicardium		exiguum	
Parvicardium minimum	139010	exact	Parvicardium minimum	1417307	Papillicardium minimum	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Parvicardium		minimum	
Parvicardium ovale	466749	exact	Parvicardium ovale	156326	Parvicardium scriptum	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Parvicardium		ovale	
Pasiphaea sivado	107677	exact	Pasiphaea sivado	107677	Pasiphaea sivado	Animalia	Arthropoda	Malacostraca	Decapoda	Pasiphaeidae	Pasiphaea		sivado	
Pasiphaea spp.	107052	exact	Pasiphaea	107052	Pasiphaea	Animalia	Arthropoda	Malacostraca	Decapoda	Pasiphaeidae	Pasiphaea			
Pectinaria belgica	334417	exact	Pectinaria belgica	334417	Pectinaria belgica	Animalia	Annelida	Polychaeta	Terebellida	Pectinariidae	Pectinaria		belgica	
Pelonaia corrugata	103894	exact	Pelonaia corrugata	103894	Pelonaia corrugata	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Pelonaia		corrugata	
Peltocoxa damnoniensis	101984	exact	Peltocoxa damnoniensis	101984	Peltocoxa damnoniensis	Animalia	Arthropoda	Malacostraca	Amphipoda	Cyproideidae	Peltocoxa		damnoniensis	
Perioculodes longimanus	102915	exact	Perioculodes longimanus	102915	Perioculodes longimanus	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Perioculodes		longimanus	
Pherusa plumosa	130113	exact	Pherusa plumosa	130113	Pherusa plumosa	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Pherusa		plumosa	
Philine catena	140747	exact	Philine catena	140747	Philine catena	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinidae	Philine		catena	
Philine scabra	140761	exact	Philine scabra	867492	Hermania scabra	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinidae	Philine		scabra	
Phoronis hippocrepia	128548	exact	Phoronis hippocrepia	128548	Phoronis hippocrepia	Animalia	Phoronida			Phoronidae	Phoronis		hippocrepia	
Photis reinhardi	102387	exact	Photis reinhardi	102387	Photis reinhardi	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Photis		reinhardi	
Phoxocephalus holbolli	102989	exact	Phoxocephalus holbolli	102989	Phoxocephalus holbolli	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Phoxocephalus		holbolli	
Phtisica marina	101864	exact	Phtisica marina	101864	Phtisica marina	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	Phtisica		marina	
Phyllodoce laminosa	130670	exact	Phyllodoce laminosa	130670	Phyllodoce laminosa	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Phyllodoce		laminosa	
Pinnotheres pisum	107473	exact	Pinnotheres pisum	107473	Pinnotheres pisum	Animalia	Arthropoda	Malacostraca	Decapoda	Pinnotheridae	Pinnotheres		pisum	
Pista cristata	131516	exact	Pista cristata	131516	Pista cristata	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Pista		cristata	
Pleurobranchus membranaceus	140820	exact	Pleurobranchus membranaceus	140820	Pleurobranchus membranaceus	Animalia	Mollusca	Gastropoda	Pleurobranchida	Pleurobranchidae	Pleurobranchus		membranaceus	
Pleurocrypta longibranchiata	118226	exact	Pleurocrypta longibranchiata	118226	Pleurocrypta longibranchiata	Animalia	Arthropoda	Malacostraca	Isopoda	Bopyridae	Pleurocrypta		longibranchiata	
Podarkeopsis spp.	129319	exact	Podarkeopsis	129319	Podarkeopsis	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Podarkeopsis			
Poecilochaetus spp.	129471	exact	Poecilochaetus	129471	Poecilochaetus	Animalia	Annelida	Polychaeta	Spionida	Poecilochaetidae	Poecilochaetus			
Polycarpa fibrosa	103902	exact	Polycarpa fibrosa	103902	Polycarpa fibrosa	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Polycarpa		fibrosa	
Polycarpa spp.	103538	exact	Polycarpa	103538	Polycarpa	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Polycarpa			
Polydora cornuta	131143	exact	Polydora cornuta	131143	Polydora cornuta	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Polydora		cornuta	
Pomatoceros spp.	129572	exact	Pomatoceros	129582	Spirobranchus	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Pomatoceros			
Pontocrates spp.	101702	exact	Pontocrates	101702	Pontocrates	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Pontocrates			
Priapulus caudatus	101160	exact	Priapulus caudatus	101160	Priapulus caudatus	Animalia	Priapulida		Priapulomorpha	Priapulidae	Priapulus		caudatus	
Prionospio cirrifera	131153	exact	Prionospio cirrifera	131153	Prionospio cirrifera	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Prionospio		cirrifera	
Prionospio malmgreni	131159	exact	Prionospio malmgreni	131159	Prionospio malmgreni	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Prionospio		malmgreni	
Processa nouveli holthuisi	108344	exact	Processa nouveli holthuisi	108344	Processa nouveli holthuisi	Animalia	Arthropoda	Malacostraca	Decapoda	Processidae	Processa		nouveli	holthuisi
Processa parva	107690	exact	Processa parva	107690	Processa parva	Animalia	Arthropoda	Malacostraca	Decapoda	Processidae	Processa		parva	
Protula tubularia	131035	exact	Protula tubularia	131035	Protula tubularia	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Protula		tubularia	
Psamathe spp.	152248	exact	Psamathe	152248	Psamathe	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Psamathe			
Pseudocuma (Pseudocuma) longicorne	110627	exact	Pseudocuma (Pseudocuma) longicorne	110627	Pseudocuma (Pseudocuma) longicorne	Animalia	Arthropoda	Malacostraca	Cumacea	Pseudocumatidae	Pseudocuma	Pseudocuma	longicorne	
Pseudomystides limbata	130683	exact	Pseudomystides limbata	130683	Pseudomystides limbata	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Pseudomystides		limbata	
Pseudothyone raphanus	124661	exact	Pseudothyone raphanus	124661	Pseudothyone raphanus	Animalia	Echinodermata	Holothuroidea	Dendrochirotida	Sclerodactylidae	Pseudothyone		raphanus	
Pulsellum spp.	138398	exact	Pulsellum	138398	Pulsellum	Animalia	Mollusca	Scaphopoda	Gadilida	Pulsellidae	Pulsellum			
Puncturella noachina	139975	exact	Puncturella noachina	139975	Puncturella noachina	Animalia	Mollusca	Gastropoda	Lepetellida	Fissurellidae	Puncturella		noachina	
Rhodine loveni	130331	exact	Rhodine loveni	130331	Rhodine loveni	Animalia	Annelida	Polychaeta		Maldanidae	Rhodine		loveni	
Sagitta spp.	105410	exact	Sagitta	105410	Sagitta	Animalia	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	Sagitta			
Saxicavella jeffreysi	140108	exact	Saxicavella jeffreysi	140108	Saxicavella jeffreysi	Animalia	Mollusca	Bivalvia	Galeommatida	Basterotiidae	Saxicavella		jeffreysi	
Scaphander spp.	137871	exact	Scaphander	137871	Scaphander	Animalia	Mollusca	Gastropoda	Cephalaspidea	Scaphandridae	Scaphander			
Schistomysis spp.	119905	exact	Schistomysis	119905	Schistomysis	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Schistomysis			
Scolelepis foliosa	131173	exact	Scolelepis foliosa	334741	Scolelepis (Scolelepis) foliosa	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Scolelepis		foliosa	
Scolelepis squamata	131177	exact	Scolelepis squamata	157566	Scolelepis (Scolelepis) squamata	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Scolelepis		squamata	
Sepiola spp.	138483	exact	Sepiola	138483	Sepiola	Animalia	Mollusca	Cephalopoda	Sepiida	Sepiolidae	Sepiola			
Siboglinum spp.	129103	exact	Siboglinum	129103	Siboglinum	Animalia	Annelida	Polychaeta	Sabellida	Siboglinidae	Siboglinum			
Sigalion mathildae	131072	exact	Sigalion mathildae	131072	Sigalion mathildae	Animalia	Annelida	Polychaeta	Phyllodocida	Sigalionidae	Sigalion		mathildae	
Solen marginatus	141546	exact	Solen marginatus	141546	Solen marginatus	Animalia	Mollusca	Bivalvia	Adapedonta	Solenidae	Solen		marginatus	
Sphaerodoridium claparedeii	131086	exact	Sphaerodoridium claparedeii	157570	Sphaerodoridium claparedii	Animalia	Annelida	Polychaeta	Phyllodocida	Sphaerodoridae	Sphaerodoridium		claparedeii	
Sphaerosyllis hystrix	131388	exact	Sphaerosyllis hystrix	131388	Sphaerosyllis hystrix	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Sphaerosyllis		hystrix	
Sphenia binghami	140432	exact	Sphenia binghami	140432	Sphenia binghami	Animalia	Mollusca	Bivalvia	Myida	Myidae	Sphenia		binghami	
Spiochaetopterus typicus	129924	exact	Spiochaetopterus typicus	129924	Spiochaetopterus typicus	Animalia	Annelida	Polychaeta		Chaetopteridae	Spiochaetopterus		typicus	
Stenothoe monoculoides	103169	exact	Stenothoe monoculoides	103169	Stenothoe monoculoides	Animalia	Arthropoda	Malacostraca	Amphipoda	Stenothoidae	Stenothoe		monoculoides	
Stenula rubrovittata	103178	exact	Stenula rubrovittata	160514	Metopa rubrovittata	Animalia	Arthropoda	Malacostraca	Amphipoda	Stenothoidae	Stenula		rubrovittata	
Sthenelais limicola	131077	exact	Sthenelais limicola	131077	Sthenelais limicola	Animalia	Annelida	Polychaeta	Phyllodocida	Sigalionidae	Sthenelais		limicola	
Stichastrella rosea	123813	exact	Stichastrella rosea	123813	Stichastrella rosea	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Stichastrella		rosea	
Styela coriacea	103930	exact	Styela coriacea	103930	Styela coriacea	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela		coriacea	
Styela spp.	103543	exact	Styela	103543	Styela	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela			
Syllides spp.	129679	exact	Syllides	129679	Syllides	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Syllides			
Synchelidium haplocheles	102924	exact	Synchelidium haplocheles	102924	Synchelidium haplocheles	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Synchelidium		haplocheles	
Tapes spp.	138645	exact	Tapes	138645	Tapes	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Tapes			
Terebellides stroemii	131573	exact	Terebellides stroemii	131573	Terebellides stroemii	Animalia	Annelida	Polychaeta	Terebellida	Trichobranchidae	Terebellides		stroemii	
Tharyx spp.	129249	exact	Tharyx	129249	Tharyx	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Tharyx			
Thyasira spp.	138552	exact	Thyasira	138552	Thyasira	Animalia	Mollusca	Bivalvia	Lucinida	Thyasiridae	Thyasira			
Timoclea spp.	138646	exact	Timoclea	138646	Timoclea	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Timoclea			
Trichobranchus glacialis	131574	exact	Trichobranchus glacialis	131574	Trichobranchus glacialis	Animalia	Annelida	Polychaeta	Terebellida	Trichobranchidae	Trichobranchus		glacialis	
Trichotropis borealis	138988	exact	Trichotropis borealis	714762	Ariadnaria borealis	Animalia	Mollusca	Gastropoda	Littorinimorpha	Capulidae	Trichotropis		borealis	
Tridonta spp.	146517	exact	Tridonta	137683	Astarte	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Tridonta			
Tritonia hombergi	141733	exact	Tritonia hombergi	416648	Tritonia hombergii	Animalia	Mollusca	Gastropoda	Nudibranchia	Tritoniidae	Tritonia		hombergi	
Trypanosyllis coeliaca	131464	exact	Trypanosyllis coeliaca	335151	Trypanosyllis (Trypanosyllis) coeliaca	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Trypanosyllis		coeliaca	
Tubificoides spp.	137393	exact	Tubificoides	137393	Tubificoides	Animalia	Annelida	Clitellata	Haplotaxida	Naididae	Tubificoides			
Turbonilla (Pyrgiscus) crenata	152377	exact	Turbonilla (Pyrgiscus) crenata	836211	Pyrgiscus crenatus	Animalia	Mollusca	Gastropoda		Pyramidellidae	Turbonilla	Pyrgiscus	crenata	
Upogebia stellata	107742	exact	Upogebia stellata	107742	Upogebia stellata	Animalia	Arthropoda	Malacostraca	Decapoda	Upogebiidae	Upogebia		stellata	
Vaunthompsonia cristata	110467	exact	Vaunthompsonia cristata	110467	Vaunthompsonia cristata	Animalia	Arthropoda	Malacostraca	Cumacea	Bodotriidae	Vaunthompsonia		cristata	
Velutina velutina	141905	exact	Velutina velutina	141905	Velutina velutina	Animalia	Mollusca	Gastropoda	Littorinimorpha	Velutinidae	Velutina		velutina	
Venus spp.	138648	exact	Venus	138648	Venus	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Venus			
Verruca spp.	106140	exact	Verruca	106140	Verruca	Animalia	Arthropoda	Hexanauplia	Sessilia	Verrucidae	Verruca			
Vesicularia spp.	111024	exact	Vesicularia	111024	Vesicularia	Animalia	Bryozoa	Gymnolaemata	Ctenostomatida	Vesiculariidae	Vesicularia			
Vitreolina philippi	139903	exact	Vitreolina philippi	139903	Vitreolina philippi	Animalia	Mollusca	Gastropoda	Littorinimorpha	Eulimidae	Vitreolina		philippi	
Westwoodilla caecula	102932	exact	Westwoodilla caecula	102932	Westwoodilla caecula	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Westwoodilla		caecula	
									
